source_file,source_sheet,source_row,English,Medumba,category,status,review_reason,word_count
eng-med_processing.xlsx,Processed_Entries_Combined,3201,In Jerusalem for the Festival of Tabernacles,Lé’ Juà Ndà Nsi mà Yérusalem,general,needs_review,Needs native speaker review.,7
eng-med_processing.xlsx,Processed_Entries_Combined,3202,"When Jesus arrives at the festival, what are people saying about him?","Ngelañ Yésu kum ndu’ juà là, benntùn ke ntshob a ke mfà num i a?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,12
eng-med_processing.xlsx,Processed_Entries_Combined,3203,Jesus uses what reasoning to show that he is not violating the Law of God?,Yésu soñde yub zenu a ndùke num ne la’de mbe a ke tshwèt mfàn ntshu’ Nsi a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,15
eng-med_processing.xlsx,Processed_Entries_Combined,3204,Why do many put faith in Jesus?,Numke bwoñ benntùn na’ ghù bamntù num Yésu a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,7
eng-med_processing.xlsx,Processed_Entries_Combined,3205,“Never Has Any Man Spoken Like This”,“Sam Mèn Ke’ To’ Tswide Ndù”,general,needs_review,Needs native speaker review.,7
eng-med_processing.xlsx,Processed_Entries_Combined,3206,How may Jesus be calling attention to something that occurs each morning during the festival?,Yésu na’ soñde zenu yub a ndùke num ta’ ju z’a na’ ke ntog njoñ nkèbnjù lé’ juà a?,time,source_context_only,Religious/source-context term; do not import into child lessons by default.,15
eng-med_processing.xlsx,Processed_Entries_Combined,3207,"Why do the officers not arrest Jesus, and how do the religious leaders react?","Ba soyé ngomnà’ ke’ tshub Yésu a numke, ba tà ndà tshôsi ghù ndùke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3208,What indicates that the Christ would come out of Galilee?,Ke z’a na’ ke nda’de mbe Kristô nsi tum a Galiléa a?,animals,source_context_only,Religious/source-context term; do not import into child lessons by default.,10
eng-med_processing.xlsx,Processed_Entries_Combined,3209,“The Light of the World”​—The Son of God,“Nka’ Njù”​—Mén Nsi,actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3210,"What occurs at night during the festival, and how does this relate to Jesus’ teaching?","Ke z’a na’ ntôg tèttswe’ lé’ juà, ntamde netèt yen a bo tswide Yésu be ke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,15
eng-med_processing.xlsx,Processed_Entries_Combined,3211,"Jesus says what about his origin, and what does this reveal about his identity?","Yésu tshob a ke mfà num du’ a fe a, yen a ke nda’de mbe a b’a we?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3212,"In what way are the Jews slaves, but what truth will set them free?","Ba Yuda be nkuàn a numke, zit nenùn bèn nsi tshu’ yub a?",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3213,Their Father​—Abraham or the Devil?,Tà Yub​—Abraham Ke Diable a?,family_people,exclude_from_kids_or_review,Potentially unsuitable for child beginner content or needs human decision.,6
eng-med_processing.xlsx,Processed_Entries_Combined,3214,How does Jesus show that his Father is different from the father of his enemies?,Yésu lo la’de yub a ndùke mbe Tàab ke’ b’a tà ghakeban tse a?,family_people,source_context_only,Religious/source-context term; do not import into child lessons by default.,15
eng-med_processing.xlsx,Processed_Entries_Combined,3215,Why is it unfitting for the Jews to insist that Abraham is their father?,Ba Yuda ke’ ghù ne tshob mbe Abraham b’a tà yub a numke?,family_people,needs_review,Long/paragraph entry; keep as raw source or split manually.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3216,In what way will Jesus’ followers “never see death at all”?,Bo ku’ni ne tshob mbe ghazi’de nu Yésu ke nsi yen vù a ndùke?,food_drink,source_context_only,Religious/source-context term; do not import into child lessons by default.,11
eng-med_processing.xlsx,Processed_Entries_Combined,3217,Jesus Heals a Man Born Blind,Yésu Yade ta’ Mèn Bo Bwe i Mfumiag là,general,source_context_only,Religious/source-context term; do not import into child lessons by default.,6
eng-med_processing.xlsx,Processed_Entries_Combined,3218,"What is the cause of the man’s blindness, and what is not?","Mfumiag yen mèn ni b’a numke, a ke’ b’a numke?",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,12
eng-med_processing.xlsx,Processed_Entries_Combined,3219,How do those who know the blind man react to his being healed?,Ghalèn yen mfumiag là lo ghù a ndùke ngelañ bo yen mbe a yad’a?,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,13
eng-med_processing.xlsx,Processed_Entries_Combined,3220,How are the Pharisees divided over the man’s being healed?,"Mfà num yade mfumiag, ba Férésia ke’ be ntshu ntshù’ a ndùke?",health_hygiene,needs_review,Long/paragraph entry; keep as raw source or split manually.,10
eng-med_processing.xlsx,Processed_Entries_Combined,3221,Pharisees Confront the Man Who Was Blind,Ba Férésia Tshwèt Mfà Mbètte Mèn Z’a na’ Mbe Mfumiag là,questions,needs_review,Needs native speaker review.,7
eng-med_processing.xlsx,Processed_Entries_Combined,3222,"Why are the parents of the once blind beggar afraid when they are called before the Pharisees, and how do they answer?","Tà bo mà mfumiag ngama’ mbu na’ ke mbwôg ngelañ ze ba Férésia lo ntsiañ yub là a numke, bo na’ bunde a ndùke?",family_people,needs_review,Long/paragraph entry; keep as raw source or split manually.,22
eng-med_processing.xlsx,Processed_Entries_Combined,3223,The Pharisees become enraged at what logical argument?,Zit ntshob zenu bèn ghù mbe ba Férésia ya ntù a?,questions,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3224,Why do the Pharisees have no excuse for opposing Jesus?,Be bo ke lagde ba Férésia mba bo be ghakeban Yésu a numke?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,10
eng-med_processing.xlsx,Processed_Entries_Combined,3225,Jesus Sends 70 Disciples to Preach,Yésu Tum Ghazi’de nu i 70 bo Soñ Nkùn Mebwô,general,source_context_only,Religious/source-context term; do not import into child lessons by default.,6
eng-med_processing.xlsx,Processed_Entries_Combined,3226,"Where does Jesus preach during his final six months, and why does he concentrate his efforts there?","Yésu na’ soñ nkùn mebwô a yà ntùm tse miagde ñwû ntôg’a, numke a na’ sañlañ bwe a?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,17
eng-med_processing.xlsx,Processed_Entries_Combined,3227,How were the 70 disciples to find people?,Ghazi’de nu i tse 70 lo be boa’ diag benntùn a ndùke?,general,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3228,"Though the 70 disciples accomplish much, what does Jesus say is of greater importance?","Mba ta ndù ghazi’de nu i tse 70 na’ ghù tshu yàme, Yésu na’ tshob mbe ju ndùb b’a ke?",food_drink,source_context_only,Religious/source-context term; do not import into child lessons by default.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3229,A Samaritan Proves to Be a Real Neighbor,Ze Samaria La’de Mb’a B’a Kwa’ Mèn Ne Ghepte,general,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3230,Why might a certain man question Jesus about how to gain everlasting life?,Numke ta’ mandum bètte Yésu mba b’a ghù yôg mat mat là a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,13
eng-med_processing.xlsx,Processed_Entries_Combined,3231,"Who do the Jews believe are their neighbors, and why?","Ba Yuda ke nkwad’a mbe mèn z’a ghepte mbañ bo là b’a we, numke?",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,10
eng-med_processing.xlsx,Processed_Entries_Combined,3232,How does Jesus make clear the correct view of who is our neighbor?,Yésu na’ tsiagde yub nkwade nfà num mèn z’a ghepte là a ndùke?,body,source_context_only,Religious/source-context term; do not import into child lessons by default.,13
eng-med_processing.xlsx,Processed_Entries_Combined,3233,Lessons About Hospitality and Prayer,Zenu Mfà Num Ne Lo’ Ngùn bo Le’de,general,source_context_only,Religious/source-context term; do not import into child lessons by default.,5
eng-med_processing.xlsx,Processed_Entries_Combined,3234,"How do Martha and Mary differ in their focus, and what lesson can we learn from this?","Zit bade bèn be netèt mat Maria bo Martha a, yen ke ntswide ben a ke?",body,needs_review,Long/paragraph entry; keep as raw source or split manually.,17
eng-med_processing.xlsx,Processed_Entries_Combined,3235,Why does Jesus repeat his instructions on prayer?,Yésu mbèn mfà ntag num le’de a numke?,food_drink,source_context_only,Religious/source-context term; do not import into child lessons by default.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3236,How does Jesus illustrate the need to persist in prayer?,Yésu fà mfi’ num ne ke ghù le’de njoñ ngelañ fa a ndùke?,actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,10
eng-med_processing.xlsx,Processed_Entries_Combined,3237,Jesus Reveals the Source of Happiness,Yésu Ghù Bo Lèn Tum Nsi Ntse Tsiañde,general,source_context_only,Religious/source-context term; do not import into child lessons by default.,6
eng-med_processing.xlsx,Processed_Entries_Combined,3238,How do some in Judea respond to Jesus’ healing a man?,Ba Yudéa lo ghù a ndùke ngelañ Yésu lo njade ta’ mandum a?,actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,11
eng-med_processing.xlsx,Processed_Entries_Combined,3239,"What is “God’s finger,” and how has God’s Kingdom overtaken Jesus’ listeners?","“Tu Bu Nsi” b’a ke, Nufen Nsi kum num ghaju’ Yésu à ndùke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,12
eng-med_processing.xlsx,Processed_Entries_Combined,3240,How can people find true happiness?,Ne ghù tsiañde ntùn b’a ndùke?,descriptions_quantity,needs_review,Needs native speaker review.,6
eng-med_processing.xlsx,Processed_Entries_Combined,3241,Dining With a Pharisee,Ne Jù Ju bo Ta’ Férésia,general,needs_review,Needs native speaker review.,4
eng-med_processing.xlsx,Processed_Entries_Combined,3242,Why does Jesus condemn the Pharisees and scribes?,Yésu lo tshobte ba Férésia bo ghalèn ñwa’ni Nsi a numke?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3243,The people are pressured to carry what loads?,Tsit lèd bo na’ ke ntènnde benntùn bo nkel a?,questions,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3244,What lies ahead for those who oppose Jesus and seek to kill him?,Ke z’a nsi tum ghakeban Yésu tse bo tshwèt ndiag ne nzwi i a?,body,source_context_only,Religious/source-context term; do not import into child lessons by default.,13
eng-med_processing.xlsx,Processed_Entries_Combined,3245,Jesus Gives Counsel About Riches,Yésu Fà Ntag Num Tshunkàb,actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,5
eng-med_processing.xlsx,Processed_Entries_Combined,3246,How does Jesus respond to a question about inheritance?,Yésu bund’a mbeke num ta’ bètte mfà num ntsi’ a?,actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3247,Why is the illustration that Jesus gives worth our serious attention?,Numke a ke mbètte mbe be siañde num mfi’ Yésu a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,11
eng-med_processing.xlsx,Processed_Entries_Combined,3248,What does Jesus reveal about those who will be in the Kingdom with him?,Yésu tshob a mbeke mfà nùm ben tse bo yi nsi be ntùm Nufen a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3249,"Keep Ready, Faithful Steward!",Nzi Tshùalo Ngafa’ ze Nenùne!,learning,needs_review,Needs native speaker review.,4
eng-med_processing.xlsx,Processed_Entries_Combined,3250,"Who is “the master,” and who is “the faithful steward”?","“Tà fa’” b’a we, “ngafa’ ze nenùne” be we?",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,10
eng-med_processing.xlsx,Processed_Entries_Combined,3251,"Why can the disciples conclude that there will be a faithful steward in the future, and what is this steward’s role?","Numke ghazi’de nu Yésu lo ndèn mbe ta’ ngafa’ ze nenùne nsi be a, fa’ se nsi b’a ke?",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,21
eng-med_processing.xlsx,Processed_Entries_Combined,3252,Why is Jesus’ counsel to “keep ready” so important?,Ntag Yésu num ne zi ntshùalo be ju ndùb a numke?,learning,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3253,Why Destruction Is Ahead,Ju Z’a Ghù Ne Biagde Ghepte là,body,needs_review,Needs native speaker review.,4
eng-med_processing.xlsx,Processed_Entries_Combined,3254,"What two tragedies does Jesus use to provide a warning, and what is the warning?","Tsit tshô kebwô boho Yésu lo’ num ne te bu num benntùn a, yen ne te bu b’a ke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,15
eng-med_processing.xlsx,Processed_Entries_Combined,3255,How does the illustration of the unfruitful fig tree highlight the situation of the Jewish nation?,Mfi’ num tù z’a ke’ yàm nà ke nda’de mba ba Yuda be yi là a ndùke?,actions,needs_review,Long/paragraph entry; keep as raw source or split manually.,16
eng-med_processing.xlsx,Processed_Entries_Combined,3256,"Over what is the presiding officer of the synagogue critical, and how does Jesus expose the man’s hypocrisy?","Ngalôde sinagogue ya ntù Yésu a numke, Yésu la’de mfumni mi a ndùke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,18
eng-med_processing.xlsx,Processed_Entries_Combined,3257,The Fine Shepherd and the Sheepfolds,Ngabéb Mbwe Ze Mebwô bo Kin Njùmbwe,general,needs_review,Needs native speaker review.,6
eng-med_processing.xlsx,Processed_Entries_Combined,3258,What could the Jews understand as Jesus mentions sheep and sheepfolds?,Ba Yuda ke ju’ a mbeke ngelañ ze Yésu tshwèt ntshob mfà num mbwe bo kin njùmbwe a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,11
eng-med_processing.xlsx,Processed_Entries_Combined,3259,"Who does Jesus say is the Fine Shepherd, and to what will he lead the sheep?","Yésu tshob mbe ngabéb mbwe ze mebwô b’a we, a ke ntshagde mbwe a yà?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,16
eng-med_processing.xlsx,Processed_Entries_Combined,3260,Into what two folds are the sheep who follow Jesus to be led?,Nkin boho du’ ze njùmbwe bit Yésu bwe là b’a tsil a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,13
eng-med_processing.xlsx,Processed_Entries_Combined,3261,"One With the Father, But Not God","Ntshù’ Bo Tàab, Là Ke Be Nsi",family_people,source_context_only,Religious/source-context term; do not import into child lessons by default.,7
eng-med_processing.xlsx,Processed_Entries_Combined,3262,Why does Jesus call the people’s attention to his works?,Numke Yésu soñde zenu benntùn num mfa’ mi a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,10
eng-med_processing.xlsx,Processed_Entries_Combined,3263,How are Jesus and his Father one?,Yésu bo Tàab be ntshù’ a ndùke?,family_people,source_context_only,Religious/source-context term; do not import into child lessons by default.,7
eng-med_processing.xlsx,Processed_Entries_Combined,3264,How does Jesus’ quotation from the Psalms disprove the Jews’ charge that he is making himself a god or equal to God?,Ntshob ze Yésu lo’ ntùm ñwa’ni Yobkwi là tshwèt gha nkwade ba Yuda mbe a b’a nsi ke nguan Nsi a ndùke?,actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,22
eng-med_processing.xlsx,Processed_Entries_Combined,3265,Jesus’ Ministry in Perea,Mfa’ Yésu mà Péréa,general,source_context_only,Religious/source-context term; do not import into child lessons by default.,4
eng-med_processing.xlsx,Processed_Entries_Combined,3266,"What does Jesus show is needed for salvation, and why are many locked out?","Yésu la’de mbe manze yôg b’a ne ghù a ke, mbe’ yàm benntùn be njù a numke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3267,"Who are the “last” that become “first,” and the “first” that become “last”?","Ba njam tse bo nsi kwé mbwe b’a we, ba mbwe tse bo bèn njam b’a we?",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,13
eng-med_processing.xlsx,Processed_Entries_Combined,3268,About what may King Herod be concerned?,Ke z’a tshwèt ngùtni Mven Herodé a?,questions,needs_review,Needs native speaker review.,7
eng-med_processing.xlsx,Processed_Entries_Combined,3269,Why does Jesus indicate that he will be killed in Jerusalem?,Numke Yésu na’ ntshob mbe bo nsi zwi i a Yérusalem a?,animals,source_context_only,Religious/source-context term; do not import into child lessons by default.,11
eng-med_processing.xlsx,Processed_Entries_Combined,3270,Invitations to a Meal​—Whom Does God Invite?,Ne Tsiañ num Ta’ Jujù​—We ze Nsi Tshwèt Ntsiañ a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3271,How does Jesus convey a lesson about humility?,Yésu tswide zenu num ne fà wud nsi a ndùke?,actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3272,"How can a host provide a meal that has real merit with God, and why will it bring the host happiness?","Ngalo’ ngùn ku’ni ne fa jujù z’a be tadjoñ Nsi a ndùke, a nsi bèn fà tsiañde ngalo’ ngùn a numke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,21
eng-med_processing.xlsx,Processed_Entries_Combined,3273,What point is Jesus making in his illustration of the evening meal?,Yésu ke ndiag ne tswide a ke ntùm ze mfi’ mfà num jujù mvednjù a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,12
eng-med_processing.xlsx,Processed_Entries_Combined,3274,Discipleship​—How Serious?,Mfa’ Ngazi’de nu i​—B’a Tsil a?,general,needs_review,Needs native speaker review.,3
eng-med_processing.xlsx,Processed_Entries_Combined,3275,What does Jesus mean in saying that a disciple must “hate” his relatives and even “his own life”?,Yésu lo ke ndiag ne tshob a mbeke ngelañ a ke ntshob mbe ngazide’ nu i ban fèt tse mba tu wul i a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,18
eng-med_processing.xlsx,Processed_Entries_Combined,3276,What is Jesus teaching by means of his illustrations about building a tower and about a king with an army?,"Ntshùade njam mfi’ mènntùn z’a tshwèt ndiag ne kut mba’ là bo mfi mven boa tse soyé, Yésu ke ntswide a mbeke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,20
eng-med_processing.xlsx,Processed_Entries_Combined,3277,What is the point of Jesus’ comments about salt?,Ke ze Yésu na’ ntshob mfà num ngwa a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3278,Rejoicing Over the Sinner Who Repents,Tsiañde Mfà num Mènkebwô Z’a Kañ Ntù i Là,learning,needs_review,Needs native speaker review.,6
eng-med_processing.xlsx,Processed_Entries_Combined,3279,Why does Jesus associate with known sinners?,Numke Yésu lo ke ntamde bo benkebwô bo lén a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,7
eng-med_processing.xlsx,Processed_Entries_Combined,3280,How do the Pharisees view the common people and Jesus’ having dealings with such ones?,"Ba Férésia ke njen benntùn a ndùke, bo ke nkwade a ke mfà num mat ne ntamde Yésu bo bo a?",actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,15
eng-med_processing.xlsx,Processed_Entries_Combined,3281,What lesson does Jesus teach with two illustrations?,Yésu lo’ mfi boho num ne tswide zit zenu yi a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3282,The Son Who Was Lost Returns,Mén Z’a Na’ Mbi là Bèn Njam,questions,needs_review,Needs native speaker review.,6
eng-med_processing.xlsx,Processed_Entries_Combined,3283,"To whom does Jesus tell this illustration, and why?","Yésu fà yen mfi’ li a num we, numke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3284,"Who may be considered the principal character, and what happens to him?","Mèn a be tu ntùm bwe b’a we, ke z’a tum yi a?",learning,needs_review,Long/paragraph entry; keep as raw source or split manually.,12
eng-med_processing.xlsx,Processed_Entries_Combined,3285,"When the younger son returns, how does his father respond?","Ngelañ mén bèn njam nà, tàab ngù a ndùke?",family_people,needs_review,Long/paragraph entry; keep as raw source or split manually.,10
eng-med_processing.xlsx,Processed_Entries_Combined,3286,How does the compassionate father reflect the ways of Jehovah and Jesus?,Kôndèn yen tà là tshwèt nda’de ze mat Yaweh Nsi bo Yésu a ndùke?,family_people,source_context_only,Religious/source-context term; do not import into child lessons by default.,12
eng-med_processing.xlsx,Processed_Entries_Combined,3287,In what sense does the older son’s reaction mirror the way the scribes and the Pharisees behave?,Mat mbwe mén tshwèt fude mat ba Férésia bo ghalèn ñwa’ni Nsi a ndùke?,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,17
eng-med_processing.xlsx,Processed_Entries_Combined,3288,What lessons do you find in Jesus’ illustration?,Yen mfi’ Yesu li ke ntswid’a tsit zenu a?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3289,Plan Ahead​—Use Practical Wisdom,Ma’ Fi’​—Ghù Zenu Mùm Fa’,body,needs_review,Needs native speaker review.,5
eng-med_processing.xlsx,Processed_Entries_Combined,3290,"In Jesus’ illustration, how does the steward make friends of those who can help him later?","Ntùm mfi’ Yésu, ngalé’ tshu tsho shun bo ben tse bo nsi ywimd’é a ndùke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,16
eng-med_processing.xlsx,Processed_Entries_Combined,3291,"What are “unrighteous riches,” and how can a Christian “make friends” by means of them?","Nkàb z’a ke’ tsin nà b’a ke, benkristô ku’ni ne ghù shun bo yi a ndùke?",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,15
eng-med_processing.xlsx,Processed_Entries_Combined,3292,Who can receive us “into the everlasting dwelling places” if we are faithful in using whatever “unrighteous riches” we have?,We z’a nsi lo’ be ntùm ndà z’a num ntswe yoñ ntshù’ a be ze be fa’ mebwô bo nkàb ketsin a?,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,20
eng-med_processing.xlsx,Processed_Entries_Combined,3293,A Change for the Rich Man and for Lazarus,Ta’ Bade num Ngankàb mba num Lazaro,general,needs_review,Long/paragraph entry; keep as raw source or split manually.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3294,What contrast exists between the situation of the Jewish religious leaders and that of the common people?,Bade z’a be netèt ba tà ndà tshôsi ba Yuda bo tsemo’ benntùn ba zil a?,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,17
eng-med_processing.xlsx,Processed_Entries_Combined,3295,"As Jesus indicates, what change takes place beginning with John’s ministry?","Mba Yésu lo ntshob là, zit bade na’ mbe ngelañ ze Yohané to’de fa’ se a?",animals,source_context_only,Religious/source-context term; do not import into child lessons by default.,11
eng-med_processing.xlsx,Processed_Entries_Combined,3296,"Who are like the rich man in Jesus’ illustration, and who are like Lazarus?","Ntùm mfi’ Yésu, ngankàb ke nda’de a we, Lazaro ne nda’de ze we?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3297,How does Jesus indicate a change in circumstances?,Yésu tshwèt nda’de mbe ta’ bade tshwèt nte nsi a ndùke?,animals,source_context_only,Religious/source-context term; do not import into child lessons by default.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3298,"The message preached by John and Jesus finds what response among the religious leaders, and how does Jesus illustrate this?","Ba tà ndà tshôsi lo ghù a ndùke mbwe nkùn ze Yohané bo Yésu na’ ke nsoñ a, Yésu fà mfi’ num bwe a ndùke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,20
eng-med_processing.xlsx,Processed_Entries_Combined,3299,"The religious leaders would like what to happen, but why will it not occur?","Ba tà ndà tshôsi tshwèt kô mbe ke tum a, nda’ndù a ke tum a numke?",learning,needs_review,Long/paragraph entry; keep as raw source or split manually.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3300,When will the chasm between the religious leaders and Jesus’ disciples become even greater?,Bade netèt ba tà ndà tshôsi bo ghazi’de nu Yésu nsi bèn yàm’a ndùke?,food_drink,source_context_only,Religious/source-context term; do not import into child lessons by default.,14
eng-med_processing.xlsx,Processed_Entries_Combined,3301,Teaching in Perea on the Way to Judea,Ne Tswide mà Péréa num Manze ne nèn Yudéa,general,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,3302,Where has Jesus been preaching?,Yésu ke soñ nkùn mebwô a yà?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,5
eng-med_processing.xlsx,Processed_Entries_Combined,3303,"What teachings does Jesus repeat, and what situation does he use to illustrate his point about humility?","Tsit ntswide Yésu bwôgd’a, mbèn ntswide ne fà wud nsi bo zit mfi’ a?",food_drink,source_context_only,Religious/source-context term; do not import into child lessons by default.,17
eng-med_processing.xlsx,Processed_Entries_Combined,3304,"Jesus receives what news, and why does Thomas mention dying with Jesus?","Yésu ju’ a zit nkùn a, Thomas tshwèt ntshob ne kwù bo yi a numke?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,12
eng-med_processing.xlsx,Processed_Entries_Combined,3305,“The Resurrection and the Life”,“Ne Lo Num Vù mba Yôg”,general,source_context_only,Religious/source-context term; do not import into child lessons by default.,5
eng-med_processing.xlsx,Processed_Entries_Combined,3306,"When Jesus arrives near Bethany, what is the situation?","Ngelañ Yésu ghepte mbañ Bétania là, ke z’a tum a?",body,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3307,What basis does Martha have for belief in a resurrection?,Martha ghù bamntù mfà num ne lo num vù a numke?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,10
eng-med_processing.xlsx,Processed_Entries_Combined,3308,How does Jesus indicate that he can do something about Lazarus’ death?,Yésu la’de a ndùke mbe a ku’ni ne ghù ju num vù Lazaro a?,food_drink,source_context_only,Religious/source-context term; do not import into child lessons by default.,12
eng-med_processing.xlsx,Processed_Entries_Combined,3309,Lazarus Is Resurrected,Lazaro Lo Num Vù,general,needs_review,Needs native speaker review.,3
eng-med_processing.xlsx,Processed_Entries_Combined,3310,How do those who see the resurrection of Lazarus respond to it?,Benntùn bo yen mbà Lazaro lo num vù là lo ghù a ndùke?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,12
eng-med_processing.xlsx,Processed_Entries_Combined,3311,What reveals the wickedness of members of the Sanhedrin?,Ke z’a tshwèt nda’nde tshùagntù ghatsho’de ntsha a?,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3312,"Despite Caiaphas’ intentions, what does God have him prophesy?","Mba ta ndù Kaifa lo ke kô, mit ntshob ndamnjù Nsi lo njab ntshu i a?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3313,Ten Lepers Healed​—One Shows Gratitude,Ghankin Gham Yade​—Ntshu’ Mbèn Se’ Ndapte,health_hygiene,needs_review,Needs native speaker review.,6
eng-med_processing.xlsx,Processed_Entries_Combined,3314,"Frustrating plans to kill him, Jesus travels to where?","Mba bo ke ndiag nezwi Yésu là, a na’ nèn a yà?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,3315,"Why do the ten lepers stand at a distance, and why does Jesus tell them to go to the priests?","Numke ghakin gham ke tsin nguanesa a, numke Yésu na’ ntshob bo mbe bo nèn yen ghale’de Nsi tse ndùb a?",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,20
eng-med_processing.xlsx,Processed_Entries_Combined,3316,"In light of what happened to the Samaritan, what lesson should we reflect on?",Ngùninu ze Samaria ke ntswide ben a ke?,learning,needs_review,Long/paragraph entry; keep as raw source or split manually.,14
