concept_key,display_name,category,difficulty,recommended_for_mvp,status,source_files,notes
the_sun_is_rising,The sun is rising,weather_nature,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
ui_about_us,About Us,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_address_line_1,Address line 1,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_best_time_to_contact_you,Best time to contact you,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_change_site_language,Change site language,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_children,Children,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_close,CLOSE,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_country,Country,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_female,female,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_first_name,First name,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_frequently_asked_questions,Frequently Asked Questions,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_gender,Gender,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_home,Home,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_last_name,Last Name,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_library,Library,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_log_in,Log In,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_male,male,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_music,Music,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_newsroom,Newsroom,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_optional,Optional,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_please_contact_me,Please contact me,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_postal_code,Postal code,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_prefered_language,Prefered language,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_province,Province,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_search,Search,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_show_menu,Show Menu,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_show_more,Show more,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_skip_to_content,Skip to content,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_telephone,Telephone,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_town,Town,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_videos,Videos,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
ui_your_contact_information,Your contact information,app_ui,ui,False,draft_needs_review,eng-med_processing.xlsx,UI localization term; not part of learner lesson by default.
young_man_and_lion,The young man and the lion,story_title,beginner_story,False,draft_needs_review,frabcaise_3.xlsx,Story title
