concept_key,English,Medumba,category,difficulty,recommended_for_mvp,source_file,source_sheet,source_row,status,word_count,notes
it_is_bitter,It is bitter,A zwentù,general,review,False,simple-eng-med.xlsx,Sheet1,397,needs_review,3,
it_is_finish,It is finish,A mi,general,review,False,simple-eng-med.xlsx,Sheet1,643,needs_review,3,
it_is_like_that,It is like that,A nduâ,general,review,False,simple-eng-med.xlsx,Sheet1,372,needs_review,4,
it_is_like_that,It is like that,A bʼa nduâ,general,review,False,simple-eng-med.xlsx,Sheet1,373,needs_review,4,
it_is_like_that,It is like that,A bʼa ndulala,general,review,False,simple-eng-med.xlsx,Sheet1,374,needs_review,4,
it_is_not_like_that,It is not like that,A kê bʼa ndu lâ,general,review,False,simple-eng-med.xlsx,Sheet1,571,needs_review,5,
it_is_sweet,It is sweet,A dùmde,general,review,False,simple-eng-med.xlsx,Sheet1,395,needs_review,3,
it_s_burning,It's burning,A tshwèt nku,general,review,False,simple-eng-med.xlsx,Sheet1,678,needs_review,2,
it_s_me,It's me,A me,general,review,False,simple-eng-med.xlsx,Sheet1,281,needs_review,2,
it_s_me,It's me,A bʼa me,general,review,False,simple-eng-med.xlsx,Sheet1,282,needs_review,2,
it_s_ugly,It's ugly,A bag,general,review,False,simple-eng-med.xlsx,Sheet1,710,needs_review,2,
it_s_very_ugly,It's very ugly,A bâg ta',general,review,False,simple-eng-med.xlsx,Sheet1,711,needs_review,3,
it_stinks,It stinks,A tshwèt ndâme,general,review,False,simple-eng-med.xlsx,Sheet1,464,needs_review,2,
keep_morally_clean,Keep morally clean.,Tswe nelàne ntùm mal o.,general,review,False,simple-eng-med.xlsx,Sheet1,158,needs_review,3,
launch,Launch,Mà'a,general,review,False,simple-eng-med.xlsx,Sheet1,322,needs_review,1,
let,Let,Fane,general,review,False,simple-eng-med.xlsx,Sheet1,460,needs_review,1,
light,Light,Mbwog,general,review,False,simple-eng-med.xlsx,Sheet1,681,needs_review,1,
look,Look,Lôde,general,review,False,simple-eng-med.xlsx,Sheet1,419,needs_review,1,
look,Look,Yene,general,review,False,simple-eng-med.xlsx,Sheet1,420,needs_review,1,
look,Look,Lôde,general,review,False,simple-eng-med.xlsx,Sheet1,757,needs_review,1,
look_at_that_very_nice_car,Look at that very nice car,Lôde yen mbwô yañba' là,general,review,False,simple-eng-med.xlsx,Sheet1,255,needs_review,6,
make_break,make break,Fite,general,review,False,simple-eng-med.xlsx,Sheet1,6,needs_review,2,
man,Man,Mandum,general,review,False,simple-eng-med.xlsx,Sheet1,307,needs_review,1,
manta_is_teasing_me,Manta is teasing me,Manta tshwèt njag àm ntsha,general,review,False,simple-eng-med.xlsx,Sheet1,718,needs_review,4,
may_be,May be,Môndu,general,review,False,simple-eng-med.xlsx,Sheet1,371,needs_review,2,
money,Money,nkàb,general,review,False,simple-eng-med.xlsx,Sheet1,649,needs_review,1,
my_name,My name,Lén sam,general,review,False,simple-eng-med.xlsx,Sheet1,503,needs_review,2,
my_name_is,My name is,Lén sam bʼa,general,review,False,simple-eng-med.xlsx,Sheet1,504,needs_review,3,
my_shoes,My shoes,Nketo'o mam,general,review,False,simple-eng-med.xlsx,Sheet1,475,needs_review,2,
no,No,Nga,general,review,False,simple-eng-med.xlsx,Sheet1,263,needs_review,1,
no_one,No one,Sàm mèn,general,review,False,simple-eng-med.xlsx,Sheet1,604,needs_review,2,
nobody,Nobody,Sàm mèn,general,review,False,simple-eng-med.xlsx,Sheet1,605,needs_review,1,
nothing,Nothing,Sàm nu,general,review,False,simple-eng-med.xlsx,Sheet1,607,needs_review,1,
peace,Peace,Fitè,general,review,False,simple-eng-med.xlsx,Sheet1,529,needs_review,1,
persevere,Persevere,Tun mbu,general,review,False,simple-eng-med.xlsx,Sheet1,633,needs_review,1,
reject,Reject,Nè gha,general,review,False,simple-eng-med.xlsx,Sheet1,599,needs_review,1,
see,See,Yen,general,review,False,simple-eng-med.xlsx,Sheet1,285,needs_review,1,
sell,Sell,Swène,general,review,False,simple-eng-med.xlsx,Sheet1,660,needs_review,1,
she_has_toys,she has toys,a ghù jûsa,general,review,False,simple-eng-med.xlsx,Sheet1,457,needs_review,3,
she_said_nothing,She said nothing,A kê cob sa ju,general,review,False,simple-eng-med.xlsx,Sheet1,602,needs_review,3,
shoes,Shoes,Nketo'o,general,review,False,simple-eng-med.xlsx,Sheet1,319,needs_review,1,
shout,Shout,To,general,review,False,simple-eng-med.xlsx,Sheet1,524,needs_review,1,
someone,Someone,Ta' mènntùn,general,review,False,simple-eng-med.xlsx,Sheet1,609,needs_review,1,
something,Something,Taʼ ju,general,review,False,simple-eng-med.xlsx,Sheet1,608,needs_review,1,
special_biblical_discourse,Special biblical discourse,Tumlam tu ntshobe,general,review,False,simple-eng-med.xlsx,Sheet1,9,needs_review,3,
stop,Stop,Tsine,general,review,False,simple-eng-med.xlsx,Sheet1,634,needs_review,1,
sweet,Sweet,Dùmde,general,review,False,simple-eng-med.xlsx,Sheet1,394,needs_review,1,
teasing,Teasing,Nè ka ntsha,general,review,False,simple-eng-med.xlsx,Sheet1,717,needs_review,1,
that_s_fine,That's fine,A bwô,general,review,False,simple-eng-med.xlsx,Sheet1,392,needs_review,2,
the_ancestors,The ancestors,Mân gudnze',general,review,False,simple-eng-med.xlsx,Sheet1,590,needs_review,2,
the_hat,The hat,Cè,general,review,False,simple-eng-med.xlsx,Sheet1,320,needs_review,2,
the_name,The name,Lén,general,review,False,simple-eng-med.xlsx,Sheet1,502,needs_review,2,
the_toy,The toy,Jûsa,general,review,False,simple-eng-med.xlsx,Sheet1,454,needs_review,2,
turn_around,Turn around,Kañ wulo,general,review,False,simple-eng-med.xlsx,Sheet1,736,needs_review,2,
turn_off_the_light,Turn off the light,Biag mbwog,general,review,False,simple-eng-med.xlsx,Sheet1,684,needs_review,4,
turn_on_the_light,Turn on the light,Te mbwog,general,review,False,simple-eng-med.xlsx,Sheet1,683,needs_review,4,
wait,Wait,Bébe,general,review,False,simple-eng-med.xlsx,Sheet1,635,needs_review,1,
wait_for_me,Wait for me,Bébe am,general,review,False,simple-eng-med.xlsx,Sheet1,636,needs_review,3,
with,With,Bô,general,review,False,simple-eng-med.xlsx,Sheet1,617,needs_review,1,
yes,yes,Ñ,general,review,False,simple-eng-med.xlsx,Sheet1,262,needs_review,1,
you_are_invited,You are invited,Bag tshwèt ntsiañ zine,general,review,False,simple-eng-med.xlsx,Sheet1,772,needs_review,3,
you_are_provoking_me,You are provoking me,O tshwèt njag àm ntsha,general,review,False,simple-eng-med.xlsx,Sheet1,719,needs_review,4,
you_are_very_turbulent,You are very turbulent,O bûm t a',general,review,False,simple-eng-med.xlsx,Sheet1,564,needs_review,4,
you_provoke_me,You provoke me,O tshwèt njag àm ntsha,general,review,False,simple-eng-med.xlsx,Sheet1,720,needs_review,3,
i_am_cured,I am cured,Me yade,health_hygiene,beginner_plus,False,simple-eng-med.xlsx,Sheet1,7,needs_review,3,
repent_and_be_forgiven,Repent and be forgiven.,"Kañ ntù o, Nsi lagde nukebwô tsho.",learning,beginner_plus,False,simple-eng-med.xlsx,Sheet1,187,needs_review,4,
avoid_what_is_bad,Avoid what is bad.,Ghuàʼ nukebwô.,questions,beginner,False,simple-eng-med.xlsx,Sheet1,161,needs_review,4,
people_everywhere_are_listening,People everywhere are listening.,"Ntùm njoñ njù fa, benntùn be njuʼ ntshu Nsi.",questions,beginner,False,simple-eng-med.xlsx,Sheet1,39,needs_review,4,
whatever_you_want,"Whatever you want,","Mba ke lo zʼo tshwèt nkô là,",questions,beginner,False,simple-eng-med.xlsx,Sheet1,2,needs_review,3,
she_did_not_say_anything,she did not say anything,A kê cob sa ju,values_communication,beginner_plus,False,simple-eng-med.xlsx,Sheet1,4,needs_review,5,
